BLDGID2  ,STR402   ,PAIR402  ,SQFTC2   ,BCWM2C   ,YRCONC2C ,REGION2  ,XSECWT2  ,ELSUPL2N ,NGSUPL2N ,FKSUPL2N ,STSUPL2N ,PRSUPL2N ,IMPYR2   ,IMPYRC2  ,IMPPG2   ,IMPPGC2  ,IMPNOF2  ,IMPSF2   ,IMPSFC2  ,IMPNW2   ,IMPNWC2  ,IMPMON2  ,IMPTUE2  ,IMPWED2  ,IMPTHU2  ,IMPFRI2  ,IMPSAT2  ,IMPSUN2  ,IMPHP2   ,IMPCP2   ,IMPBL2   ,IMPNBL2  ,IMPNFT2  ,IMPCAP2  ,IMPSFD2  ,IMPHFN2  ,IMPFIO2  ,IMPSU2   ,IMPDUC2  ,IMPFAN2  ,IMPBAS2  ,IMPEB2   ,IMPHWB2  ,IMPSB2   ,IMPRAD2  ,IMPWFC2  ,IMPCWN2  ,IMPCWL2  ,IMPCST2  ,IMPBLT2  ,IMPMNT2  ,IMPCMP2  ,IMPPA2   ,IMPTA2   ,IMPUA2   ,IMPCA2   ,IMPOCC2  ,IMPFED2  ,IMPST2   ,IMPLOC2  ,IMPGOV2  ,IMPBN2   ,IMPNBN2  
00761 ,25 ,2 ,02 ,12 ,06 ,3 ,2000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00762 ,03 ,1 ,08 ,15 ,08 ,2 ,4.68 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00763 ,13 ,1 ,06 ,02 ,03 ,3 ,100 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,3 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00764 ,13 ,2 ,01 ,09 ,03 ,3 ,1027.6 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00765 ,27 ,2 ,08 ,05 ,04 ,3 ,12 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00766 ,32 ,1 ,02 ,09 ,04 ,3 ,1500 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00767 ,01 ,1 ,03 ,17 ,02 ,4 ,1841.57 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00768 ,10 ,1 ,04 ,14 ,03 ,3 ,1200 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00769 ,28 ,2 ,10 ,09 ,08 ,1 ,3.17 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00770 ,37 ,2 ,04 ,07 ,08 ,2 ,246.03 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00771 ,27 ,1 ,08 ,17 ,08 ,3 ,6.66 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00772 ,35 ,1 ,02 ,11 ,01 ,2 ,1181.2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00773 ,13 ,1 ,01 ,02 ,02 ,3 ,2000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00774 ,08 ,1 ,04 ,03 ,06 ,3 ,1200 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00775 ,09 ,2 ,03 ,11 ,03 ,2 ,307.03 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00776 ,24 ,2 ,02 ,04 ,05 ,2 ,1359.82 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00777 ,08 ,1 ,02 ,11 ,07 ,3 ,1254.52 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00778 ,35 ,1 ,04 ,15 ,08 ,2 ,36.6 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00779 ,16 ,1 ,05 ,03 ,03 ,4 ,1000 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00780 ,37 ,1 ,02 ,06 ,04 ,2 ,1359.82 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00781 ,15 ,1 ,04 ,03 ,01 ,1 ,200 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00782 ,15 ,2 ,05 ,03 ,05 ,1 ,400 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00783 ,27 ,1 ,08 ,11 ,08 ,3 ,6.18 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00784 ,30 ,1 ,07 ,03 ,04 ,4 ,200 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00785 ,01 ,1 ,05 ,15 ,04 ,4 ,175.86 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00786 ,06 ,1 ,08 ,05 ,05 ,2 ,12 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00787 ,25 ,2 ,04 ,02 ,08 ,3 ,447.28 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00788 ,35 ,1 ,04 ,02 ,01 ,2 ,300 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00789 ,25 ,2 ,02 ,16 ,03 ,3 ,1000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2
00790 ,10 ,1 ,02 ,11 ,05 ,3 ,21.59 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00791 ,22 ,2 ,10 ,11 ,07 ,4 ,2.0791 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00792 ,10 ,2 ,05 ,17 ,04 ,3 ,32.81 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,1 ,2 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2
00793 ,16 ,2 ,04 ,15 ,08 ,4 ,222.96 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00794 ,29 ,2 ,07 ,02 ,03 ,2 ,100 ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00795 ,00 ,0 ,08 ,05 ,07 ,1 ,1.08 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00796 ,24 ,2 ,06 ,17 ,08 ,2 ,52.39 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00797 ,24 ,1 ,04 ,03 ,04 ,2 ,133.33 ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00798 ,06 ,1 ,02 ,17 ,03 ,2 ,1523.49 ,2 ,2 ,2 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00799 ,01 ,1 ,06 ,15 ,05 ,4 ,117.24 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00800 ,12 ,1 ,03 ,07 ,07 ,2 ,594.87 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00801 ,32 ,2 ,07 ,11 ,05 ,3 ,103.55 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00802 ,15 ,1 ,06 ,02 ,07 ,1 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00803 ,14 ,1 ,07 ,09 ,04 ,1 ,107.35 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2
00804 ,26 ,2 ,06 ,03 ,03 ,1 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00805 ,20 ,1 ,02 ,11 ,04 ,4 ,1200 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00806 ,06 ,1 ,02 ,09 ,03 ,2 ,1775.13 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00807 ,30 ,1 ,02 ,09 ,04 ,4 ,1500 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00808 ,29 ,1 ,06 ,07 ,02 ,2 ,108.33 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00809 ,13 ,1 ,02 ,04 ,07 ,3 ,1294.58 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00810 ,22 ,2 ,06 ,15 ,05 ,4 ,117.24 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00811 ,32 ,1 ,09 ,11 ,03 ,3 ,5.99 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
00812 ,11 ,1 ,07 ,08 ,08 ,4 ,21.36 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
