BLDGID2  ,STR402   ,PAIR402  ,SQFTC2   ,BCWM2C   ,YRCONC2C ,REGION2  ,XSECWT2  ,ELSUPL2N ,NGSUPL2N ,FKSUPL2N ,STSUPL2N ,PRSUPL2N ,SQFT1T   ,SQFTC1T  ,HEATP1T  ,COOLP1T  ,ELUSED1T ,NGUSED1T ,FKUSED1T ,STUSED1T ,CWUSED1T ,COUSED1T ,PRUSED1T ,HWUSED1T ,WOUSED1T ,SOUSED1T ,NFLOOR1T ,YRCON1T  ,YRCONC1T ,BCWM1T   ,GLASP1T  ,GLASPC1T ,GLASS1T  ,NTANKS1T ,TOTCAP1T ,IMPSF1T  ,IMPNOF1T ,IMPYR1T  ,IMPYRC1T ,IMPPG1T  ,IMPPGC1T ,IMPNFT1T ,IMPCAP1T ,LONGWT2  
03985 ,21 ,1 ,10 ,11 ,05 ,3 ,2 ,1 ,1 ,1 ,1 ,2 ,1500000 ,10 ,60 ,60 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,9 ,1961 ,05 ,11 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2
03986 ,20 ,1 ,05 ,04 ,08 ,4 ,104.37 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
03987 ,24 ,2 ,08 ,15 ,08 ,2 ,5.97 ,1 ,1 ,2 ,2 ,1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
03988 ,24 ,2 ,06 ,04 ,08 ,2 ,58.34 ,1 ,1 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
03989 ,15 ,1 ,03 ,14 ,07 ,1 ,1237.5 ,1 ,1 ,2 ,2 ,2 ,7400 ,03 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1974 ,07 ,14 ,1 ,2 ,2 ,0 ,  ,1 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,1237.5
03990 ,24 ,2 ,10 ,11 ,06 ,2 ,6 ,1 ,1 ,2 ,1 ,2 ,1700000 ,10 ,100 ,90 ,1 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,28 ,9999 ,06 ,11 ,2 ,3 ,1 ,2 ,1000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6.38
03991 ,19 ,1 ,04 ,14 ,03 ,3 ,1200 ,1 ,2 ,2 ,1 ,2 ,21750 ,04 ,100 ,3 ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1938 ,03 ,14 ,1 ,2 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1200
03992 ,08 ,1 ,02 ,09 ,04 ,3 ,1214.79 ,1 ,1 ,2 ,2 ,2 ,12000 ,04 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,04 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1214.79
03993 ,10 ,2 ,06 ,17 ,08 ,3 ,39.54 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
03994 ,29 ,1 ,06 ,07 ,08 ,2 ,50.9 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
03995 ,18 ,1 ,04 ,04 ,05 ,1 ,469.76 ,1 ,2 ,1 ,2 ,1 ,17750 ,04 ,50 ,50 ,1 ,2 ,1 ,2 ,2 ,2 ,1 ,2 ,1 ,2 ,3 ,1966 ,05 ,04 ,2 ,3 ,1 ,1 ,1000 ,1 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,469.76
03996 ,11 ,1 ,07 ,04 ,08 ,4 ,23.48 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
03997 ,06 ,1 ,04 ,07 ,04 ,2 ,300 ,1 ,1 ,2 ,2 ,2 ,13500 ,04 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1949 ,04 ,07 ,1 ,2 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,320.98
03998 ,32 ,2 ,02 ,03 ,07 ,3 ,1383.86 ,1 ,2 ,2 ,2 ,2 ,2150 ,02 ,95 ,95 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1974 ,07 ,03 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1383.86
03999 ,33 ,2 ,07 ,11 ,08 ,3 ,24.37 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04000 ,29 ,1 ,03 ,11 ,06 ,2 ,409.37 ,1 ,2 ,2 ,2 ,2 ,6100 ,03 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,06 ,11 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,432.37
04001 ,29 ,1 ,04 ,07 ,03 ,2 ,400 ,1 ,1 ,2 ,2 ,2 ,13500 ,04 ,100 ,12 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,03 ,07 ,2 ,3 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,427.98
04002 ,16 ,2 ,03 ,11 ,07 ,4 ,743.1 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04003 ,08 ,2 ,06 ,02 ,06 ,3 ,100 ,1 ,1 ,2 ,2 ,2 ,78000 ,06 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1971 ,06 ,02 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,107.07
04004 ,35 ,1 ,05 ,15 ,07 ,2 ,500 ,1 ,1 ,1 ,2 ,1 ,46000 ,05 ,15 ,15 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,8 ,1978 ,07 ,15 ,2 ,4 ,1 ,1 ,20000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,519.28
04005 ,24 ,1 ,08 ,11 ,08 ,2 ,5.37 ,1 ,1 ,2 ,1 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04006 ,35 ,1 ,02 ,04 ,06 ,2 ,1133.18 ,1 ,1 ,2 ,2 ,2 ,2100 ,02 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1973 ,06 ,04 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1133.18
04007 ,02 ,2 ,09 ,05 ,02 ,3 ,11.99 ,1 ,1 ,1 ,2 ,2 ,600000 ,09 ,100 ,95 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,11 ,9999 ,02 ,05 ,2 ,3 ,1 ,1 ,7000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,11.99
04008 ,35 ,1 ,07 ,07 ,05 ,2 ,47.5 ,1 ,1 ,2 ,2 ,2 ,140000 ,07 ,100 ,0 ,1 ,1 ,2 ,2 ,1 ,2 ,1 ,2 ,2 ,2 ,1 ,1968 ,05 ,07 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,49.33
04009 ,18 ,1 ,04 ,09 ,06 ,1 ,446.43 ,1 ,1 ,1 ,2 ,2 ,12250 ,04 ,100 ,0 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1972 ,06 ,09 ,2 ,3 ,2 ,1 ,10000 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,446.43
04010 ,11 ,2 ,10 ,17 ,08 ,4 ,3.75 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04011 ,24 ,1 ,06 ,14 ,03 ,2 ,100 ,1 ,1 ,2 ,1 ,2 ,98000 ,06 ,100 ,0 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,19 ,1931 ,03 ,14 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
04012 ,32 ,1 ,07 ,09 ,08 ,3 ,20.17 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04013 ,15 ,1 ,06 ,03 ,04 ,1 ,200 ,1 ,2 ,1 ,2 ,2 ,59000 ,06 ,100 ,2 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1959 ,04 ,03 ,2 ,3 ,2 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,200
04014 ,35 ,2 ,04 ,11 ,07 ,2 ,1026.84 ,1 ,2 ,2 ,2 ,2 ,5700 ,03 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1974 ,07 ,11 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1098.66
04015 ,10 ,2 ,04 ,03 ,03 ,3 ,200 ,1 ,1 ,2 ,2 ,2 ,24500 ,04 ,100 ,0 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1935 ,03 ,03 ,2 ,4 ,2 ,1 ,2000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,200
04016 ,25 ,2 ,07 ,11 ,05 ,3 ,19.55 ,1 ,1 ,2 ,2 ,2 ,156000 ,07 ,75 ,75 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,14 ,1969 ,05 ,11 ,1 ,1 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,19.55
04017 ,02 ,2 ,08 ,11 ,08 ,3 ,2.75 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04018 ,01 ,2 ,05 ,15 ,08 ,4 ,136.84 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04019 ,27 ,1 ,10 ,09 ,07 ,3 ,1.51 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04020 ,02 ,2 ,03 ,11 ,05 ,3 ,1127.21 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04021 ,25 ,1 ,04 ,09 ,07 ,3 ,534.93 ,1 ,2 ,2 ,2 ,2 ,22750 ,04 ,50 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1979 ,07 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,534.93
04022 ,22 ,2 ,02 ,03 ,05 ,4 ,200 ,1 ,1 ,2 ,2 ,2 ,3650 ,02 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,03 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,200
04023 ,24 ,1 ,02 ,09 ,01 ,2 ,1699.77 ,1 ,1 ,2 ,2 ,2 ,4350 ,02 ,75 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,01 ,09 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1699.77
04024 ,14 ,1 ,07 ,15 ,03 ,1 ,100 ,1 ,1 ,2 ,2 ,2 ,126000 ,07 ,100 ,2 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6 ,1926 ,03 ,15 ,1 ,2 ,2 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
04025 ,03 ,2 ,05 ,17 ,05 ,2 ,200 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04026 ,02 ,1 ,02 ,11 ,08 ,3 ,638.86 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04027 ,23 ,2 ,04 ,17 ,03 ,1 ,355.39 ,2 ,2 ,2 ,2 ,2 ,17750 ,04 ,90 ,90 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1929 ,03 ,11 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,528.88
04028 ,12 ,2 ,07 ,05 ,08 ,2 ,24.38 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04029 ,22 ,2 ,04 ,03 ,04 ,4 ,200 ,1 ,1 ,2 ,2 ,2 ,19500 ,04 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1954 ,04 ,03 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,200
04030 ,22 ,1 ,05 ,11 ,06 ,4 ,150 ,1 ,1 ,2 ,2 ,2 ,27000 ,05 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1973 ,06 ,11 ,1 ,2 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,150
04031 ,05 ,1 ,07 ,04 ,02 ,2 ,100 ,1 ,1 ,2 ,2 ,2 ,198000 ,07 ,100 ,25 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,02 ,04 ,1 ,1 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
04032 ,09 ,1 ,02 ,13 ,04 ,2 ,1892.5 ,1 ,1 ,2 ,2 ,2 ,1950 ,02 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,1955 ,04 ,13 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,1892.5
04033 ,29 ,1 ,03 ,04 ,02 ,2 ,2518.96 ,1 ,1 ,2 ,2 ,2 ,7700 ,03 ,100 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1904 ,02 ,04 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2660.51
04034 ,21 ,1 ,09 ,16 ,08 ,3 ,6.58 ,1 ,2 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04035 ,24 ,1 ,06 ,07 ,02 ,2 ,1.64 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04036 ,19 ,1 ,02 ,04 ,05 ,3 ,1568.09 ,1 ,2 ,2 ,2 ,2 ,160 ,01 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1970 ,05 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1568.09
04037 ,13 ,1 ,04 ,07 ,04 ,3 ,300 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04038 ,22 ,1 ,06 ,11 ,03 ,4 ,100 ,2 ,2 ,2 ,2 ,2 ,60000 ,06 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6 ,1944 ,03 ,09 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
04039 ,24 ,2 ,08 ,11 ,08 ,2 ,5.31 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04040 ,22 ,2 ,05 ,03 ,05 ,4 ,400 ,1 ,1 ,2 ,2 ,2 ,31500 ,05 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,03 ,2 ,3 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,400
04041 ,32 ,1 ,01 ,16 ,08 ,3 ,705.95 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04042 ,18 ,1 ,05 ,03 ,04 ,1 ,200 ,1 ,1 ,1 ,2 ,2 ,38000 ,05 ,100 ,2 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,04 ,03 ,1 ,2 ,2 ,1 ,9000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,390.12
04043 ,24 ,1 ,10 ,09 ,04 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,1700000 ,10 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,8 ,1958 ,04 ,09 ,2 ,4 ,2 ,2 ,60000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2.12
04044 ,10 ,1 ,06 ,03 ,05 ,3 ,200 ,1 ,2 ,1 ,2 ,1 ,54000 ,06 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,9999 ,05 ,03 ,2 ,3 ,2 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,200
04045 ,22 ,1 ,05 ,09 ,03 ,4 ,400 ,1 ,1 ,2 ,2 ,2 ,33500 ,05 ,60 ,30 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1933 ,03 ,09 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,400
04046 ,25 ,1 ,02 ,09 ,03 ,3 ,1611.88 ,2 ,1 ,2 ,2 ,2 ,3550 ,02 ,50 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,03 ,09 ,1 ,1 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1611.88
04047 ,27 ,1 ,02 ,11 ,06 ,3 ,1027.6 ,1 ,2 ,2 ,2 ,2 ,5400 ,03 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1972 ,06 ,11 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1027.6
04048 ,25 ,1 ,02 ,02 ,04 ,3 ,2291.7 ,1 ,2 ,2 ,2 ,2 ,1700 ,02 ,100 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1946 ,04 ,02 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2531.33
04049 ,30 ,1 ,03 ,08 ,05 ,4 ,1200 ,1 ,1 ,2 ,2 ,2 ,7200 ,03 ,100 ,0 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1968 ,05 ,08 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1200
04050 ,35 ,1 ,04 ,17 ,01 ,2 ,989 ,1 ,1 ,2 ,2 ,2 ,10001 ,04 ,65 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,01 ,17 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1058.18
04051 ,32 ,2 ,05 ,07 ,04 ,3 ,150 ,1 ,2 ,2 ,2 ,2 ,19250 ,04 ,0 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,04 ,07 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,150
04052 ,32 ,1 ,03 ,02 ,07 ,3 ,2092.49 ,1 ,2 ,2 ,2 ,2 ,10000 ,03 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1975 ,07 ,02 ,2 ,4 ,2 ,2 ,800 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2092.49
04053 ,10 ,1 ,02 ,02 ,05 ,3 ,2291.7 ,1 ,2 ,1 ,2 ,2 ,1550 ,02 ,100 ,0 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1964 ,05 ,02 ,2 ,3 ,2 ,1 ,275 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2291.7
04054 ,04 ,1 ,02 ,04 ,02 ,1 ,2277.93 ,1 ,1 ,2 ,2 ,2 ,1200 ,02 ,100 ,90 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,02 ,04 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2277.93
04055 ,20 ,1 ,04 ,15 ,08 ,4 ,130.99 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04056 ,14 ,1 ,07 ,11 ,07 ,1 ,100 ,1 ,2 ,2 ,2 ,1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04057 ,24 ,1 ,02 ,02 ,04 ,2 ,2699.3 ,1 ,2 ,1 ,2 ,2 ,4250 ,02 ,100 ,0 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1959 ,04 ,02 ,1 ,2 ,1 ,1 ,2000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2699.3
04058 ,07 ,1 ,03 ,09 ,04 ,1 ,927.22 ,1 ,2 ,1 ,2 ,2 ,5100 ,03 ,100 ,50 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1958 ,04 ,09 ,2 ,3 ,2 ,1 ,1000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1002.51
04059 ,10 ,1 ,05 ,14 ,08 ,3 ,30.05 ,1 ,2 ,2 ,2 ,1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04060 ,03 ,1 ,04 ,09 ,01 ,2 ,1566.5 ,1 ,1 ,2 ,2 ,2 ,17750 ,04 ,50 ,25 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1900 ,01 ,09 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1676.07
04061 ,16 ,2 ,04 ,04 ,08 ,4 ,234.12 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
04062 ,32 ,1 ,03 ,11 ,07 ,3 ,1541.4 ,1 ,2 ,2 ,2 ,2 ,3050 ,02 ,50 ,50 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1978 ,07 ,11 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1541.4
