"State","MSN","2015"
"WA","JFTCP",18742.00
"WA","JFTCV",1292.50
"WI","JFACB",10911.00
"WI","JFACD",11.88
"WI","JFACP",1924.00
"WI","JFACV",129.60
"WI","JFTCB",10911.00
"WI","JFTCD",11.88
"WI","JFTCP",1924.00
"WI","JFTCV",129.60
"WV","JFACB",1174.00
"WV","JFACD",12.24
"WV","JFACP",207.00
"WV","JFACV",14.40
"WV","JFTCB",1174.00
"WV","JFTCD",12.24
"WV","JFTCP",207.00
"WV","JFTCV",14.40
"WY","JFACB",2766.00
"WY","JFACD",12.52
"WY","JFACP",488.00
"WY","JFACV",34.60
"WY","JFTCB",2766.00
"WY","JFTCD",12.52
"WY","JFTCP",488.00
"WY","JFTCV",34.60
