"State","MSN","2014"
"RI","NUETP",0.00
"RI","NUETV",0.00
"SC","NUEGB",548246.00
"SC","NUEGD",0.64
"SC","NUEGP",52419.00
"SC","NUEGV",351.30
"SC","NUETB",548246.00
"SC","NUETD",0.64
"SC","NUETP",52419.00
"SC","NUETV",351.30
"SD","NUEGB",0.00
"SD","NUEGD",0.00
"SD","NUEGP",0.00
"SD","NUEGV",0.00
"SD","NUETB",0.00
"SD","NUETD",0.00
"SD","NUETP",0.00
"SD","NUETV",0.00
"TN","NUEGB",289401.00
"TN","NUEGD",0.72
"TN","NUEGP",27670.00
"TN","NUEGV",209.70
"TN","NUETB",289401.00
"TN","NUETD",0.72
"TN","NUETP",27670.00
"TN","NUETV",209.70
"TX","NUEGB",410907.00
"TX","NUEGD",0.72
"TX","NUEGP",39287.00
"TX","NUEGV",297.70
"TX","NUETB",410907.00
"TX","NUETD",0.72
"TX","NUETP",39287.00
"TX","NUETV",297.70
"US","NUEGB",8337559.00
"US","NUEGD",0.75
"US","NUEGP",797166.00
"US","NUEGV",6252.10
"US","NUETB",8337559.00
"US","NUETD",0.75
"US","NUETP",797166.00
"US","NUETV",6252.10
"UT","NUEGB",0.00
"UT","NUEGD",0.00
"UT","NUEGP",0.00
"UT","NUEGV",0.00
"UT","NUETB",0.00
"UT","NUETD",0.00
"UT","NUETP",0.00
"UT","NUETV",0.00
"VA","NUEGB",316081.00
"VA","NUEGD",0.61
"VA","NUEGP",30221.00
"VA","NUEGV",193.80
"VA","NUETB",316081.00
"VA","NUETD",0.61
"VA","NUETP",30221.00
"VA","NUETV",193.80
"VT","NUEGB",52929.00
"VT","NUEGD",0.80
"VT","NUEGP",5061.00
"VT","NUEGV",42.20
"VT","NUETB",52929.00
"VT","NUETD",0.80
"VT","NUETP",5061.00
"VT","NUETV",42.20
"WA","NUEGB",99332.00
"WA","NUEGD",0.80
"WA","NUEGP",9497.00
"WA","NUEGV",79.10
"WA","NUETB",99332.00
"WA","NUETD",0.80
"WA","NUETP",9497.00
"WA","NUETV",79.10
"WI","NUEGB",98807.00
"WI","NUEGD",0.72
"WI","NUEGP",9447.00
"WI","NUEGV",71.60
"WI","NUETB",98807.00
"WI","NUETD",0.72
"WI","NUETP",9447.00
"WI","NUETV",71.60
"WV","NUEGB",0.00
"WV","NUEGD",0.00
"WV","NUEGP",0.00
"WV","NUEGV",0.00
"WV","NUETB",0.00
"WV","NUETD",0.00
"WV","NUETP",0.00
"WV","NUETV",0.00
"WY","NUEGB",0.00
"WY","NUEGD",0.00
"WY","NUEGP",0.00
"WY","NUEGV",0.00
"WY","NUETB",0.00
"WY","NUETD",0.00
"WY","NUETP",0.00
"WY","NUETV",0.00
