"State","MSN","2014"
"MA","CLICV",8.50
"MA","CLRCB",0.00
"MA","CLRCD",0.00
"MA","CLRCP",0.00
"MA","CLRCV",0.00
"MA","CLTCB",29871.00
"MA","CLTCD",4.33
"MA","CLTCP",1301.00
"MA","CLTCV",129.40
"MD","CLACB",0.00
"MD","CLACD",0.00
"MD","CLACP",0.00
"MD","CLACV",0.00
"MD","CLCCB",198.00
"MD","CLCCD",3.01
"MD","CLCCP",7.00
"MD","CLCCV",0.60
"MD","CLEIB",185394.00
"MD","CLEID",2.97
"MD","CLEIP",7411.00
"MD","CLEIV",550.20
"MD","CLICB",15627.00
"MD","CLICD",2.84
"MD","CLICP",705.00
"MD","CLICV",44.40
"MD","CLRCB",0.00
"MD","CLRCD",0.00
"MD","CLRCP",0.00
"MD","CLRCV",0.00
"MD","CLTCB",201220.00
"MD","CLTCD",2.96
"MD","CLTCP",8123.00
"MD","CLTCV",595.20
"ME","CLACB",0.00
"ME","CLACD",0.00
"ME","CLACP",0.00
"ME","CLACV",0.00
"ME","CLCCB",0.00
"ME","CLCCD",0.00
"ME","CLCCP",0.00
"ME","CLCCV",0.00
"ME","CLEIB",1328.00
"ME","CLEID",4.27
"ME","CLEIP",53.00
"ME","CLEIV",5.70
"ME","CLICB",815.00
"ME","CLICD",5.90
"ME","CLICP",33.00
"ME","CLICV",4.80
"ME","CLRCB",0.00
"ME","CLRCD",0.00
"ME","CLRCP",0.00
"ME","CLRCV",0.00
"ME","CLTCB",2142.00
"ME","CLTCD",4.89
"ME","CLTCP",85.00
"ME","CLTCV",10.50
"MI","CLACB",0.00
"MI","CLACD",0.00
"MI","CLACP",0.00
"MI","CLACV",0.00
"MI","CLCCB",1589.00
"MI","CLCCD",5.10
"MI","CLCCP",68.00
"MI","CLCCV",8.10
"MI","CLEIB",554168.00
"MI","CLEID",2.60
"MI","CLEIP",29401.00
"MI","CLEIV",1441.10
"MI","CLICB",62722.00
"MI","CLICD",4.56
"MI","CLICP",2474.00
"MI","CLICV",286.00
"MI","CLRCB",0.00
"MI","CLRCD",0.00
"MI","CLRCP",0.00
"MI","CLRCV",0.00
"MI","CLTCB",618479.00
"MI","CLTCD",2.81
"MI","CLTCP",31944.00
"MI","CLTCV",1735.20
"MN","CLACB",0.00
"MN","CLACD",0.00
"MN","CLACP",0.00
"MN","CLACV",0.00
"MN","CLCCB",189.00
"MN","CLCCD",4.31
"MN","CLCCP",10.00
"MN","CLCCV",0.80
"MN","CLEIB",289683.00
"MN","CLEID",1.95
"MN","CLEIP",16534.00
"MN","CLEIV",565.80
"MN","CLICB",23202.00
"MN","CLICD",3.28
"MN","CLICP",1236.00
"MN","CLICV",76.00
"MN","CLRCB",0.00
"MN","CLRCD",0.00
"MN","CLRCP",0.00
"MN","CLRCV",0.00
"MN","CLTCB",313073.00
"MN","CLTCD",2.05
"MN","CLTCP",17781.00
"MN","CLTCV",642.60
"MO","CLACB",0.00
"MO","CLACD",0.00
"MO","CLACP",0.00
"MO","CLACV",0.00
"MO","CLCCB",2152.00
"MO","CLCCD",3.41
"MO","CLCCP",95.00
"MO","CLCCV",7.30
"MO","CLEIB",754299.00
"MO","CLEID",2.00
"MO","CLEIP",43041.00
"MO","CLEIV",1505.00
"MO","CLICB",24255.00
"MO","CLICD",2.71
"MO","CLICP",1095.00
"MO","CLICV",65.80
"MO","CLRCB",0.00
"MO","CLRCD",0.00
"MO","CLRCP",0.00
"MO","CLRCV",0.00
