"Area","Product","October_2016","November_2016","YTD_2015","YTD_2016","PctChgMonthAgo","PctChgYearAgo","PctChg_YTD"
"Kentucky","Propane",7348,8629,120849,96563,21.3,-1.1,-20.3
"Kentucky","Residual Fuel Oil","W","W","W","W","W","W","NA"
"Kentucky","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Kentucky","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"Michigan","Motor Gasoline",395681,374413,4112724,4181504,-2.2,1.5,1.4
"Michigan","Regular",371273,351885,3839897,3904436,-2.1,1.7,1.4
"Michigan","Conventional",371273,351885,3839897,3904436,-2.1,1.7,1.4
"Michigan","Reformulated","-","-","-","-","-","-","-"
"Michigan","Midgrade",2539,2354,31091,29647,-4.2,-11.1,-4.9
"Michigan","Conventional",2539,2354,31091,29647,-4.2,-11.1,-4.9
"Michigan","Reformulated","-","-","-","-","-","-","-"
"Michigan","Premium",21869,20174,241736,247421,-4.7,-0.1,2.0
"Michigan","Conventional",21869,20174,241736,247421,-4.7,-0.1,2.0
"Michigan","Reformulated","-","-","-","-","-","-","-"
"Michigan","Total Distillate","W","W","W","W","W","W","W"
"Michigan","No. 1 Distillate","W","W","W","W","W","W","NA"
"Michigan","No. 2 Distillate",105039,100899,1018963,1043268,-0.7,11.9,2.1
"Michigan","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Michigan","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Michigan","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Michigan","Low Sulfur","-","-","-","-","-","-","-"
"Michigan","High Sulfur","W","-","W","W","-","-","NA"
"Michigan","No. 4 Fuel","-","-","-","-","-","-","-"
"Michigan","Aviation Gasoline",269,235,2779,2846,-9.7,20.5,2.1
"Michigan","Kerosene-Type Jet Fu",12033,11341,137430,133045,-2.6,4.0,-3.5
"Michigan","Kerosene","W","W","W","W","W","W","NA"
"Michigan","Propane",20610,24112,291005,264037,20.9,-13.6,-9.5
"Michigan","Residual Fuel Oil","W","W","W","W","W","W","NA"
"Michigan","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Michigan","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"Minnesota","Motor Gasoline",203691,193972,2169779,2208446,-1.6,1.4,1.5
"Minnesota","Regular",183110,174156,1945280,1973812,-1.7,0.8,1.2
"Minnesota","Conventional",183110,174156,1945280,1973812,-1.7,0.8,1.2
"Minnesota","Reformulated","-","-","-","-","-","-","-"
"Minnesota","Midgrade",5724,5513,64803,62633,-0.5,-1.6,-3.6
"Minnesota","Conventional",5724,5513,64803,62633,-0.5,-1.6,-3.6
"Minnesota","Reformulated","-","-","-","-","-","-","-"
"Minnesota","Premium",14857,14303,159696,172001,-0.5,10.6,7.4
"Minnesota","Conventional",14857,14303,159696,172001,-0.5,10.6,7.4
"Minnesota","Reformulated","-","-","-","-","-","-","-"
"Minnesota","Total Distillate","W","W","W","W","W","W","W"
"Minnesota","No. 1 Distillate",2058,"W","W","W",,"W","NA"
"Minnesota","No. 2 Distillate",110271,87175,891617,866047,-18.3,11.7,-3.2
"Minnesota","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Minnesota","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Minnesota","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Minnesota","Low Sulfur","-","-","-","-","-","-","-"
"Minnesota","High Sulfur","-","-","W","-","-","-","NA"
"Minnesota","No. 4 Fuel","-","-","-","-","-","-","-"
"Minnesota","Aviation Gasoline",289,218,3114,2932,-22.1,12.4,-6.1
"Minnesota","Kerosene-Type Jet Fu",11222,10359,174380,163052,-4.6,-29.0,-6.8
"Minnesota","Kerosene",408,"W","W","W",,"W","NA"
"Minnesota","Propane",43701,27507,248391,247538,-35.0,35.3,-0.6
"Minnesota","Residual Fuel Oil","W","W","W","W","W","W","NA"
"Minnesota","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Minnesota","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"Missouri","Motor Gasoline",246178,239942,2447389,2613271,0.7,7.1,6.5
"Missouri","Regular",224620,219260,2234007,2376980,0.9,7.0,6.1
"Missouri","Conventional",149292,147207,1433762,1569111,1.9,9.6,9.1
"Missouri","Reformulated",75328,72053,800245,807869,-1.2,2.1,0.7
"Missouri","Midgrade",3808,3671,41175,43148,-0.4,-4.8,4.5
"Missouri","Conventional",2424,2336,26058,27652,-0.4,-7.3,5.8
"Missouri","Reformulated",1384,1335,15117,15496,-0.3,-0.1,2.2
"Missouri","Premium",17750,17011,172207,193143,-1.0,10.4,11.8
"Missouri","Conventional",11038,10508,104476,120570,-1.6,13.0,15.1
"Missouri","Reformulated",6712,6503,67731,72573,0.1,6.4,6.8
"Missouri","Total Distillate","W","W","W","W","W","W","W"
"Missouri","No. 1 Distillate",73,436,"W","W",517.2,18.8,"NA"
"Missouri","No. 2 Distillate",116287,109310,"W",1168465,-2.9,11.0,"NA"
"Missouri","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Missouri","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Missouri","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Missouri","Low Sulfur","-","-","-","-","-","-","-"
"Missouri","High Sulfur","-","-","-","-","-","-","-"
"Missouri","No. 4 Fuel","-","-","-","-","-","-","-"
"Missouri","Aviation Gasoline",219,250,2586,2610,18.0,26.3,0.6
"Missouri","Kerosene-Type Jet Fu",8400,7661,113056,96765,-5.8,-19.9,-14.7
"Missouri","Kerosene",16,19,"W","W",22.7,-66.1,"NA"
"Missouri","Propane",17876,18893,240809,208643,9.2,-13.3,-13.6
"Missouri","Residual Fuel Oil","-","-","W","W","-","-","NA"
"Missouri","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Missouri","Sulfur Content  > 1","-","-","W","W","-","-","NA"
"Nebraska","Motor Gasoline",65599,65110,699289,728079,2.6,7.3,3.8
"Nebraska","Regular",57683,57404,603694,633034,2.8,9.0,4.5
"Nebraska","Conventional",57683,57404,603694,633034,2.8,9.0,4.5
"Nebraska","Reformulated","-","-","-","-","-","-","-"
"Nebraska","Midgrade",1347,1432,23694,17788,9.9,-20.7,-25.2
"Nebraska","Conventional",1347,1432,23694,17788,9.9,-20.7,-25.2
"Nebraska","Reformulated","-","-","-","-","-","-","-"
"Nebraska","Premium",6569,6274,71901,77257,-1.3,1.2,7.1
"Nebraska","Conventional",6569,6274,71901,77257,-1.3,1.2,7.1
"Nebraska","Reformulated","-","-","-","-","-","-","-"
"Nebraska","Total Distillate","W","W","W","W","W","W","W"
"Nebraska","No. 1 Distillate",1157,3362,"W","W",200.3,1.4,"NA"
"Nebraska","No. 2 Distillate",72669,58459,"W",684787,-16.9,-0.4,"NA"
"Nebraska","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Nebraska","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Nebraska","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Nebraska","Low Sulfur","-","-","-","-","-","-","-"
"Nebraska","High Sulfur","-","-","-","-","-","-","-"
"Nebraska","No. 4 Fuel","-","-","-","-","-","-","-"
"Nebraska","Aviation Gasoline",99,87,1426,1421,-9.2,19.2,-0.6
"Nebraska","Kerosene-Type Jet Fu",3751,3334,39993,43689,-8.2,-10.1,8.9
"Nebraska","Kerosene","-","-","W","W","-","-","NA"
"Nebraska","Propane",8775,5250,90745,80628,-38.2,-24.7,-11.4
"Nebraska","Residual Fuel Oil","-","-","-","-","-","-","-"
"Nebraska","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Nebraska","Sulfur Content  > 1","-","-","-","-","-","-","-"
"North Dakota","Motor Gasoline",33748,32004,397633,368362,-2.0,-3.0,-7.6
"North Dakota","Regular",29730,28223,346997,322539,-1.9,-2.8,-7.3
"North Dakota","Conventional",29730,28223,346997,322539,-1.9,-2.8,-7.3
"North Dakota","Reformulated","-","-","-","-","-","-","-"
"North Dakota","Midgrade",1111,1050,16386,11897,-2.3,-18.1,-27.6
"North Dakota","Conventional",1111,1050,16386,11897,-2.3,-18.1,-27.6
"North Dakota","Reformulated","-","-","-","-","-","-","-"
"North Dakota","Premium",2907,2731,34250,33926,-2.9,2.4,-1.2
"North Dakota","Conventional",2907,2731,34250,33926,-2.9,2.4,-1.2
"North Dakota","Reformulated","-","-","-","-","-","-","-"
"North Dakota","Total Distillate","W","W","W","W","W","W","W"
"North Dakota","No. 1 Distillate","W","W","W","W","W","W","NA"
"North Dakota","No. 2 Distillate",61208,48549,647642,575601,-18.0,2.5,-11.4
"North Dakota","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"North Dakota","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"North Dakota","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"North Dakota","Low Sulfur","-","-","-","-","-","-","-"
"North Dakota","High Sulfur","-","-","-","-","-","-","-"
"North Dakota","No. 4 Fuel","-","-","-","-","-","-","-"
"North Dakota","Aviation Gasoline",143,142,1487,1523,2.6,21.4,2.1
"North Dakota","Kerosene-Type Jet Fu",3707,3384,39697,32461,-5.7,11.4,-18.5
"North Dakota","Kerosene","W","W","W","W","W","W","NA"
"North Dakota","Propane",23617,13899,121473,126784,-39.2,23.7,4.1
"North Dakota","Residual Fuel Oil","-","-","W","-","-","-","NA"
"North Dakota","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"North Dakota","Sulfur Content  > 1","-","-","W","-","-","-","NA"
"Ohio","Motor Gasoline",410981,394761,4342051,4365524,-0.7,1.9,0.2
"Ohio","Regular",379290,363938,3986568,4012987,-0.8,2.1,0.4
"Ohio","Conventional",379290,363938,3986568,4012987,-0.8,2.1,0.4
"Ohio","Reformulated","-","-","-","-","-","-","-"
"Ohio","Midgrade",5540,5197,63054,61512,-3.1,-6.7,-2.7
"Ohio","Conventional",5540,5197,63054,61512,-3.1,-6.7,-2.7
"Ohio","Reformulated","-","-","-","-","-","-","-"
"Ohio","Premium",26151,25626,292429,291025,1.3,0.6,-0.8
"Ohio","Conventional",26151,25626,292429,291025,1.3,0.6,-0.8
"Ohio","Reformulated","-","-","-","-","-","-","-"
"Ohio","Total Distillate","W","W","W","W","W","W","W"
"Ohio","No. 1 Distillate","W","W","W","W","W","W","NA"
"Ohio","No. 2 Distillate",183553,176595,1944919,1828904,-0.6,5.9,-6.2
"Ohio","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Ohio","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Ohio","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Ohio","Low Sulfur","-","-","W","W","-","-","NA"
"Ohio","High Sulfur","-","-","-","-","-","-","-"
"Ohio","No. 4 Fuel","-","-","W","-","-","-","NA"
"Ohio","Aviation Gasoline",351,273,2808,3105,-19.6,18.7,10.2
"Ohio","Kerosene-Type Jet Fu",40395,32909,444668,393315,-15.8,-23.4,-11.8
"Ohio","Kerosene","W","W","W","W","W","W","NA"
"Ohio","Propane",17853,21434,230570,201047,24.1,19.2,-13.1
"Ohio","Residual Fuel Oil","-","-","W","W","-","-","NA"
"Ohio","Sulfur Content  <= 1","-","-","W","-","-","-","NA"
"Ohio","Sulfur Content  > 1","-","-","W","W","-","-","NA"
"Oklahoma","Motor Gasoline",169071,170773,1795924,1904865,4.4,-0.4,5.7
"Oklahoma","Regular",152551,154353,1632576,1723245,4.6,-0.7,5.2
"Oklahoma","Conventional",152551,154353,1632576,1723245,4.6,-0.7,5.2
"Oklahoma","Reformulated","-","-","-","-","-","-","-"
"Oklahoma","Midgrade",2236,2130,24066,23731,-1.6,-2.4,-1.7
"Oklahoma","Conventional",2236,2130,24066,23731,-1.6,-2.4,-1.7
"Oklahoma","Reformulated","-","-","-","-","-","-","-"
"Oklahoma","Premium",14284,14290,139282,157889,3.4,3.4,13.0
"Oklahoma","Conventional",14284,14290,139282,157889,3.4,3.4,13.0
"Oklahoma","Reformulated","-","-","-","-","-","-","-"
"Oklahoma","Total Distillate","W","W","W","W","W","W","W"
"Oklahoma","No. 1 Distillate","W","W","W","W","W","W","NA"
"Oklahoma","No. 2 Distillate",156326,148560,1543624,1451618,-1.8,10.3,-6.2
"Oklahoma","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Oklahoma","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Oklahoma","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Oklahoma","Low Sulfur","-","-","-","-","-","-","-"
"Oklahoma","High Sulfur","-","-","-","-","-","-","-"
"Oklahoma","No. 4 Fuel","-","-","W","-","-","-","NA"
"Oklahoma","Aviation Gasoline",216,199,2093,2200,-4.8,40.1,4.8
"Oklahoma","Kerosene-Type Jet Fu",27221,30302,299918,307809,15.0,17.6,2.3
"Oklahoma","Kerosene","W","W","W","W","W","W","NA"
"Oklahoma","Propane",6013,6618,92267,65752,13.7,-19.3,-28.9
"Oklahoma","Residual Fuel Oil","-","-","-","-","-","-","-"
"Oklahoma","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Oklahoma","Sulfur Content  > 1","-","-","-","-","-","-","-"
"South Dakota","Motor Gasoline",36472,35214,385415,394202,-0.2,5.1,2.0
"South Dakota","Regular",32515,31335,333446,345870,-0.4,6.5,3.4
"South Dakota","Conventional",32515,31335,333446,345870,-0.4,6.5,3.4
"South Dakota","Reformulated","-","-","-","-","-","-","-"
"South Dakota","Midgrade",933,957,15145,11241,6.0,-19.0,-26.0
"South Dakota","Conventional",933,957,15145,11241,6.0,-19.0,-26.0
"South Dakota","Reformulated","-","-","-","-","-","-","-"
"South Dakota","Premium",3024,2922,36824,37091,-0.2,0.9,0.4
"South Dakota","Conventional",3024,2922,36824,37091,-0.2,0.9,0.4
"South Dakota","Reformulated","-","-","-","-","-","-","-"
"South Dakota","Total Distillate","W","W","W","W","W","W","W"
"South Dakota","No. 1 Distillate",1207,"W","W","W",,"W","NA"
"South Dakota","No. 2 Distillate",35707,26732,"W",288379,-22.6,-0.1,"NA"
"South Dakota","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"South Dakota","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"South Dakota","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"South Dakota","Low Sulfur","-","-","-","-","-","-","-"
"South Dakota","High Sulfur","-","-","-","-","-","-","-"
"South Dakota","No. 4 Fuel","-","-","-","-","-","-","-"
"South Dakota","Aviation Gasoline",114,57,939,940,-48.3,-8.1,-0.2
"South Dakota","Kerosene-Type Jet Fu",2392,2248,29776,31267,-2.9,18.3,4.7
"South Dakota","Kerosene","-","W","W","W","W","W","NA"
"South Dakota","Propane",7621,5147,53913,57613,-30.2,1.1,6.5
"South Dakota","Residual Fuel Oil","W","W","W","W","W","W","NA"
"South Dakota","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"South Dakota","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"Tennessee","Motor Gasoline",303035,285406,3045586,3178924,-2.7,5.2,4.1
"Tennessee","Regular",267122,252651,2702379,2812952,-2.3,5.0,3.8
"Tennessee","Conventional",267122,252651,2702379,2812952,-2.3,5.0,3.8
"Tennessee","Reformulated","-","-","-","-","-","-","-"
"Tennessee","Midgrade",7130,6477,69613,70170,-6.1,4.4,0.5
"Tennessee","Conventional",7130,6477,69613,70170,-6.1,4.4,0.5
"Tennessee","Reformulated","-","-","-","-","-","-","-"
"Tennessee","Premium",28783,26278,273594,295802,-5.7,7.8,7.8
"Tennessee","Conventional",28783,26278,273594,295802,-5.7,7.8,7.8
"Tennessee","Reformulated","-","-","-","-","-","-","-"
"Tennessee","Total Distillate","W","W","W","W","W","W","W"
"Tennessee","No. 1 Distillate","W","W","W","W","W","W","NA"
"Tennessee","No. 2 Distillate",111173,110511,"W",1195169,2.7,10.2,"NA"
"Tennessee","No. 2 Fuel Oil","-","-","-","-","-","-","-"
"Tennessee","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Tennessee","Ultra Low Sulfur",111173,110511,"W","W",2.7,10.2,"NA"
"Tennessee","Low Sulfur","-","-","-","-","-","-","-"
"Tennessee","High Sulfur","-","-","W","W","-","-","NA"
"Tennessee","No. 4 Fuel","-","-","-","-","-","-","-"
"Tennessee","Aviation Gasoline",282,302,2583,2811,10.7,31.9,8.5
"Tennessee","Kerosene-Type Jet Fu",38387,43789,412801,439691,17.9,12.9,6.2
"Tennessee","Kerosene","W","W","W","W","W","W","NA"
"Tennessee","Propane",8498,9527,91693,85325,15.8,25.8,-7.2
"Tennessee","Residual Fuel Oil","W","W","W","W","W","W","NA"
"Tennessee","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Tennessee","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"Wisconsin","Motor Gasoline",227879,217210,2432543,2463274,-1.5,2.4,1.0
"Wisconsin","Regular",207990,199265,2216986,2240699,-1.0,2.3,0.8
"Wisconsin","Conventional",148410,140288,1580531,1587823,-2.3,1.9,0.2
"Wisconsin","Reformulated",59580,58977,636455,652876,2.3,3.2,2.3
"Wisconsin","Midgrade",3301,3075,37440,36182,-3.7,-3.5,-3.6
"Wisconsin","Conventional",2371,2218,27834,26170,-3.3,-3.7,-6.3
"Wisconsin","Reformulated",930,857,9606,10012,-4.8,-3.2,3.9
"Wisconsin","Premium",16588,14870,178117,186393,-7.4,5.8,4.3
"Wisconsin","Conventional",11610,10013,124656,131189,-10.9,5.9,4.9
"Wisconsin","Reformulated",4978,4857,53461,55204,0.8,5.6,3.0
"Wisconsin","Total Distillate","W","W","W","W","W","W","W"
"Wisconsin","No. 1 Distillate",626,2335,"W",12211,285.4,10.9,"NA"
"Wisconsin","No. 2 Distillate",98595,90543,965941,943398,-5.1,5.9,-2.6
"Wisconsin","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Wisconsin","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Wisconsin","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Wisconsin","Low Sulfur","-","-","-","-","-","-","-"
"Wisconsin","High Sulfur","-","-","-","-","-","-","-"
"Wisconsin","No. 4 Fuel","-","-","-","-","-","-","-"
"Wisconsin","Aviation Gasoline",187,157,2344,2265,-13.2,-9.2,-3.7
"Wisconsin","Kerosene-Type Jet Fu",4820,4513,69191,58551,-3.2,-20.5,-15.6
"Wisconsin","Kerosene",120,261,"W",1486,124.8,4.8,"NA"
"Wisconsin","Propane",24638,28078,282962,268240,17.8,3.5,-5.5
"Wisconsin","Residual Fuel Oil","W","W","W","W","W","W","NA"
"Wisconsin","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Wisconsin","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"PAD District 3","Motor Gasoline",2038639,1937993,20815596,21721060,-1.8,4.2,4.0
"PAD District 3","Regular",1815779,1727728,18618316,19341037,-1.7,4.3,3.6
"PAD District 3","Conventional",1345599,1288152,13837853,14409139,-1.1,4.8,3.8
"PAD District 3","Reformulated",470180,439576,4780463,4931898,-3.4,3.0,2.9
"PAD District 3","Midgrade",35291,33771,318907,337777,-1.1,18.2,5.6
"PAD District 3","Conventional",24627,23756,219881,232421,-0.3,22.3,5.4
"PAD District 3","Reformulated",10664,10015,99026,105356,-3.0,9.5,6.1
"PAD District 3","Premium",187569,176494,1878373,2042246,-2.8,0.4,8.4
"PAD District 3","Conventional",120208,109665,1208490,1320397,-5.7,-0.4,8.9
"PAD District 3","Reformulated",67361,66829,669883,721849,2.5,1.8,7.4
"PAD District 3","Total Distillate","W","W","W","W","W","W","W"
"PAD District 3","No. 1 Distillate",53,48,"W","W",-6.4,,"NA"
"PAD District 3","No. 2 Distillate",1170442,1072049,"W",11978342,-5.4,0.4,"NA"
"PAD District 3","No. 2 Fuel Oil",11619,9351,"W","W",-16.8,26.3,"NA"
"PAD District 3","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"PAD District 3","Ultra Low Sulfur",1147542,1051390,"W",11819156,-5.3,-0.1,"NA"
"PAD District 3","Low Sulfur","W","W","W","W","W","W","NA"
"PAD District 3","High Sulfur","W","W","W","W","W","W","NA"
"PAD District 3","No. 4 Fuel","-","-","-","-","-","-","-"
"PAD District 3","Aviation Gasoline",2493,2534,23500,25045,5.0,35.7,6.3
"PAD District 3","Kerosene-Type Jet Fu",417396,420337,4443372,4505750,4.1,3.6,1.1
"PAD District 3","Kerosene",19091,18030,"W","W",-2.4,,"NA"
"PAD District 3","Propane",382949,427909,3896955,4151633,15.5,22.0,6.2
"PAD District 3","Residual Fuel Oil",78822,76033,970219,1068965,-0.3,-31.8,9.8
"PAD District 3","Sulfur Content  <= 1","W","W","W","W","W","W","NA"
"PAD District 3","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"Alabama","Motor Gasoline",206257,200409,2096182,2231785,0.4,10.4,6.2
"Alabama","Regular",185641,181002,1890995,2007913,0.8,11.0,5.9
"Alabama","Conventional",185641,181002,1890995,2007913,0.8,11.0,5.9
"Alabama","Reformulated","-","-","-","-","-","-","-"
"Alabama","Midgrade",3482,3299,38780,40756,-2.1,3.4,4.8
"Alabama","Conventional",3482,3299,38780,40756,-2.1,3.4,4.8
"Alabama","Reformulated","-","-","-","-","-","-","-"
"Alabama","Premium",17134,16108,166407,183116,-2.9,5.5,9.7
"Alabama","Conventional",17134,16108,166407,183116,-2.9,5.5,9.7
"Alabama","Reformulated","-","-","-","-","-","-","-"
"Alabama","Total Distillate","W","W","W","W","W","W","W"
"Alabama","No. 1 Distillate","-","-","-","-","-","-","-"
"Alabama","No. 2 Distillate","W","W","W","W","W","W","NA"
"Alabama","No. 2 Fuel Oil","-","-","-","-","-","-","-"
"Alabama","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Alabama","Ultra Low Sulfur",85894,78153,"W","W",-6.0,-6.1,"NA"
"Alabama","Low Sulfur","-","-","W","-","-","-","NA"
"Alabama","High Sulfur","W","W","W","W","W","W","NA"
"Alabama","No. 4 Fuel","-","-","-","-","-","-","-"
"Alabama","Aviation Gasoline",204,264,2308,2364,33.7,21.1,2.1
"Alabama","Kerosene-Type Jet Fu",11328,9157,110763,"W",-16.5,-7.1,"NA"
"Alabama","Kerosene","W","W","W","W","W","W","NA"
"Alabama","Propane",8636,9328,97797,84802,11.6,18.8,-13.5
"Alabama","Residual Fuel Oil",1401,"W","W","W",,"W","NA"
"Alabama","Sulfur Content  <= 1","-","-","W","W","-","-","NA"
"Alabama","Sulfur Content  > 1",1401,"W","W","W",,"W","NA"
"Arkansas","Motor Gasoline",123248,119334,1277610,1324423,0.1,4.5,3.4
"Arkansas","Regular",112907,109052,1174042,1210278,-0.2,3.9,2.8
"Arkansas","Conventional",112907,109052,1174042,1210278,-0.2,3.9,2.8
"Arkansas","Reformulated","-","-","-","-","-","-","-"
"Arkansas","Midgrade",1656,1621,18840,18715,1.1,0.1,-1.0
"Arkansas","Conventional",1656,1621,18840,18715,1.1,0.1,-1.0
"Arkansas","Reformulated","-","-","-","-","-","-","-"
"Arkansas","Premium",8685,8661,84728,95430,3.0,13.6,12.3
"Arkansas","Conventional",8685,8661,84728,95430,3.0,13.6,12.3
"Arkansas","Reformulated","-","-","-","-","-","-","-"
"Arkansas","Total Distillate","W","W","W","W","W","W","W"
"Arkansas","No. 1 Distillate","W","W","W","W","W","W","NA"
"Arkansas","No. 2 Distillate","W",58513,"W","W",,,"NA"
"Arkansas","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Arkansas","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Arkansas","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Arkansas","Low Sulfur","-","-","-","-","-","-","-"
"Arkansas","High Sulfur","-","-","-","-","-","-","-"
"Arkansas","No. 4 Fuel","-","-","-","-","-","-","-"
"Arkansas","Aviation Gasoline",171,206,1752,1849,24.5,51.5,5.2
"Arkansas","Kerosene-Type Jet Fu",4678,4206,44837,50410,-7.1,22.6,12.1
"Arkansas","Kerosene","-","W",10,"W","W","W","NA"
"Arkansas","Propane",5446,6156,66574,58772,16.8,-11.3,-12.0
"Arkansas","Residual Fuel Oil","W","-","W","W","-","-","NA"
"Arkansas","Sulfur Content  <= 1","W","-","W","W","-","-","NA"
"Arkansas","Sulfur Content  > 1","-","-","-","-","-","-","-"
"Louisiana","Motor Gasoline",234060,229533,2438218,2470232,1.3,5.7,1.0
"Louisiana","Regular",213775,210072,2236430,2256909,1.5,6.0,0.6
"Louisiana","Conventional",213775,210072,2236430,2256909,1.5,6.0,0.6
"Louisiana","Reformulated","-","-","-","-","-","-","-"
"Louisiana","Midgrade",2266,2205,27514,25587,0.6,-9.6,-7.3
"Louisiana","Conventional",2266,2205,27514,25587,0.6,-9.6,-7.3
"Louisiana","Reformulated","-","-","-","-","-","-","-"
"Louisiana","Premium",18019,17256,174274,187736,-1.0,4.4,7.4
"Louisiana","Conventional",18019,17256,174274,187736,-1.0,4.4,7.4
"Louisiana","Reformulated","-","-","-","-","-","-","-"
"Louisiana","Total Distillate","W","W","W","W","W","W","W"
"Louisiana","No. 1 Distillate","W","W","W","W","W","W","NA"
"Louisiana","No. 2 Distillate",206683,197519,"W","W",-1.2,,"NA"
"Louisiana","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Louisiana","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Louisiana","Ultra Low Sulfur",196130,"W","W","W",,"W","NA"
"Louisiana","Low Sulfur","-","-","-","-","-","-","-"
"Louisiana","High Sulfur","W",3707,"W","W",,,"NA"
"Louisiana","No. 4 Fuel","-","-","-","-","-","-","-"
"Louisiana","Aviation Gasoline",288,265,2390,2370,-4.9,75.5,-1.1
"Louisiana","Kerosene-Type Jet Fu",71849,62455,1085764,976356,-10.2,-16.7,-10.3
"Louisiana","Kerosene","W","W","W","W","W","W","NA"
"Louisiana","Propane",27986,38264,628216,615721,41.3,-26.2,-2.3
"Louisiana","Residual Fuel Oil",22171,29384,184275,256940,37.0,22.5,39.0
"Louisiana","Sulfur Content  <= 1","W","W","W","W","W","W","NA"
"Louisiana","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"Mississippi","Motor Gasoline",144322,139135,1503065,1605972,-0.4,4.3,6.5
"Mississippi","Regular",129153,125787,1356218,1442228,0.6,5.2,6.0
"Mississippi","Conventional",129153,125787,1356218,1442228,0.6,5.2,6.0
"Mississippi","Reformulated","-","-","-","-","-","-","-"
"Mississippi","Midgrade",2105,2037,23728,23603,-0.0,-2.6,-0.8
"Mississippi","Conventional",2105,2037,23728,23603,-0.0,-2.6,-0.8
"Mississippi","Reformulated","-","-","-","-","-","-","-"
"Mississippi","Premium",13064,11311,123119,140141,-10.5,-4.0,13.5
"Mississippi","Conventional",13064,11311,123119,140141,-10.5,-4.0,13.5
"Mississippi","Reformulated","-","-","-","-","-","-","-"
"Mississippi","Total Distillate","W","W","W","W","W","W","W"
"Mississippi","No. 1 Distillate","-","-","-","-","-","-","-"
"Mississippi","No. 2 Distillate","W","W","W","W","W","W","NA"
"Mississippi","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Mississippi","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Mississippi","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Mississippi","Low Sulfur","-","-","-","-","-","-","-"
"Mississippi","High Sulfur","W","W","W","W","W","W","NA"
"Mississippi","No. 4 Fuel","-","-","-","-","-","-","-"
"Mississippi","Aviation Gasoline",191,108,1695,1608,-41.6,-1.8,-5.4
